Sub_L [mm];Sub_W [mm];Sub_H [mm];R_out [mm];Ring_W [mm];Gap_W [mm];S [mm];t [mm];MS_W [mm];Freq [GHz];S(1,1) (Real);S(1,1) (Imag);S(1,2) (Real);S(1,2) (Imag);S(2,1) (Real);S(2,1) (Imag);S(2,2) (Real);S(2,2) (Imag)
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;1.92;0.06613137110528995;-0.16618832435983463;-0.9470498495875399;0.024950585282263144;-0.9470498495875306;0.024950585282265784;-0.07283251760343643;-0.1576250033444841
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;1.93;0.06422727460588995;-0.16685208125108883;-0.9462818211093086;0.04132417484834427;-0.9462818211092997;0.04132417484834786;-0.07673314528305934;-0.15569307105528063
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;1.94;0.06233085234765309;-0.16749740768699825;-0.9452278459275258;0.05769425873006697;-0.9452278459275177;0.0576942587300697;-0.08060379372183178;-0.15366593428879602
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;1.95;0.06044239383209707;-0.16812518297254864;-0.943887411756664;0.07405599253950693;-0.9438874117566557;0.0740559925395097;-0.0844423330988047;-0.1515438357362901
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;1.96;0.05856215213117887;-0.168736297355812;-0.9422600803440632;0.09040450593641153;-0.9422600803440547;0.09040450593641408;-0.0882466310898812;-0.14932705390555376
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;1.97;0.05669034348511127;-0.16933165087370397;-0.9403454882189073;0.10673490354850367;-0.9403454882188997;0.1067349035485065;-0.09201455304268333;-0.14701590301653883
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;1.98;0.054827146934267726;-0.16991215218778402;-0.9381433474297594;0.1230422659055523;-0.9381433474297525;0.12304226590555495;-0.09574396212734304;-0.1446107329093962
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;1.99;0.052972703985327774;-0.17047871741126475;-0.9356534462704007;0.13932165038668495;-0.9356534462703932;0.13932165038668812;-0.0994327194634225;-0.14211192896645417
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.0;0.05112711831175551;-0.17103226892840712;-0.932875649993829;0.15556809218039727;-0.9328756499938216;0.15556809218040069;-0.10307868422324477;-0.13951991204971048
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.01;0.04929045548867082;-0.17157373420748123;-0.9298099015142346;0.17177660525670063;-0.9298099015142277;0.17177660525670368;-0.10667971371195559;-0.13683513845540887
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.02;0.04746274276210517;-0.172104044608476;-0.9264562220968606;0.1879421833508295;-0.9264562220968539;0.18794218335083243;-0.11023366342471327;-0.13405809988731665
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.03;0.04564396885259715;-0.172624134186742;-0.9228147120356524;0.20405980095794046;-0.9228147120356457;0.20405980095794363;-0.11373838708144796;-0.13118932345030707
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.04;0.04383408379301029;-0.1731349384937427;-0.9188855513186722;0.22012441433819743;-0.9188855513186664;0.2201244143382003;-0.11719173663970334;-0.1282293716658931
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.05;0.04203299880042844;-0.1736373933760989;-0.9146690002812781;0.23613096253164914;-0.9146690002812715;0.23613096253165247;-0.12059156228612965;-0.12517884251135367
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.06;0.04024058618189878;-0.1741324337740856;-0.9101654002470915;0.2520743683822933;-0.9101654002470854;0.2520743683822963;-0.12393571240726199;-0.12203836948412707
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.07;0.038456679273767225;-0.17462099252075103;-0.9053751741568721;0.26794953957070977;-0.9053751741568643;0.2679495395707132;-0.12722203354028708;-0.11880862169314249
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.08;0.03668107241427752;-0.17510399914279856;-0.9002988271853783;0.2837513696546604;-0.9002988271853728;0.28375136965466324;-0.13044837030455472;-0.11549030397878214
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.09;0.03491352094905961;-0.17558237866437132;-0.8949369473464343;0.2994747391170158;-0.894936947346428;0.2994747391170187;-0.1336125653146797;-0.11208415706318345
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.1;0.03315374126906564;-0.17605705041485112;-0.8892902060863651;0.3151145164204144;-0.8892902060863599;0.3151145164204168;-0.1367124590761159;-0.10859095773258548
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.11;0.031401410880475863;-0.17652892684177446;-0.8833593588661041;0.33066555906802186;-0.8833593588660987;0.3306655590680251;-0.13974588986419184;-0.1050115190534514
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.12;0.02965616850602005;-0.176998912329936;-0.8771452457322421;0.3461227146697868;-0.8771452457322363;0.3461227146697897;-0.14271069358763486;-0.10134669062409629
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.13;0.027917614217121307;-0.17746790202773535;-0.8706487918773992;0.36148082201356746;-0.8706487918773933;0.36148082201357057;-0.14560470363770364;-0.09759735886356392
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.14;0.026185309596200582;-0.17793678068178306;-0.8638710081902935;0.3767347121405495;-0.8638710081902885;0.3767347121405524;-0.14842575072411365;-0.09376444733949811
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.15;0.024458777928434726;-0.17840642148076208;-0.8568129917959816;0.3918792094243359;-0.8568129917959761;0.39187920942433885;-0.15117166269901977;-0.08984891713677169
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.16;0.02273750442219761;-0.1788776849095007;-0.8494759265867454;0.4069091326531413;-0.8494759265867403;0.40690913265314427;-0.1538402643703933;-0.0858517672686317
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.17;0.021020936457370045;-0.1793514176141788;-0.8418610837441983;0.421819296114504;-0.8418610837441929;0.4218192961145072;-0.1564293773062127;-0.08177403513212703
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.18;0.01930848386063403;-0.17982845127954708;-0.8339698222532029;0.4366045106819591;-0.8339698222531977;0.436604510681962;-0.1589368196309641;-0.07761679700960374
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.19;0.01759951920682928;-0.18030960151900005;-0.8258035894082548;0.4512595849031291;-0.8258035894082498;0.4512595849031321;-0.16136040581603261;-0.0733811686180331
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.2;0.015893378145385172;-0.18079566677829373;-0.8173639213130532;0.46577932608870115;-0.8173639213130486;0.46577932608870404;-0.16369794646564728;-0.06906830570796942
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.21;0.014189359750798188;-0.18128742725365352;-0.8086524433740098;0.4801585414017753;-0.8086524433740048;0.48015854140177877;-0.16594724810013076;-0.06467940471391705
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.22;0.012486726896060564;-0.18178564382495638;-0.7996708707885373;0.4943920389471119;-0.7996708707885336;0.49439203894711464;-0.1681061129382898;-0.06021570345790296
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.23;0.010784706647911138;-0.18229105700463127;-0.7904210090289886;0.508474628859786;-0.7904210090289837;0.5084746288597884;-0.17017233868087692;-0.05567848190805156
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.24;0.00908249068271532;-0.18280438590284642;-0.7809047543231841;0.5224011243928374;-0.7809047543231793;0.5224011243928404;-0.17214371829714514;-0.05106906299396081
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.25;0.007379235721742885;-0.1833263272094972;-0.7711240941325427;0.5361663430034845;-0.7711240941325381;0.5361663430034875;-0.17401803981661224;-0.04638881348067982
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.26;0.0056740639845585345;-0.18385755419344077;-0.7610811076288723;0.5497651074375273;-0.7610811076288677;0.5497651074375303;-0.17579308612825684;-0.04163914490310024
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.27;0.003966063659194833;-0.18439871571935207;-0.750777966170939;0.5631922468115904;-0.750777966170935;0.5631922468115937;-0.17746663478946026;-0.036821514562571205
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.28;0.0022542893877407037;-0.18495043528250388;-0.7402169337820436;0.5764425976928884;-0.7402169337820398;0.5764425976928911;-0.17903645784712469;-0.03193742658754705
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.29;0.0005377627659202463;-0.18551331006169314;-0.7294003676298259;0.5895110051762417;-0.7294003676298214;0.5895110051762441;-0.18050032167350344;-0.026988433060090723
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.3;-0.0011845271447874335;-0.18608790999045413;-0.718330718509657;0.6023923239581049;-0.7183307185096527;0.6023923239581077;-0.1818559868193938;-0.02197613521005397
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.31;-0.002913623293987063;-0.1866747768466175;-0.7070105313330186;0.6150814194074234;-0.7070105313330141;0.6150814194074262;-0.18310120788745643;-0.016902184678757353
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.32;-0.004650600109701154;-0.18727442336017344;-0.6954424456223448;0.6275731686331593;-0.6954424456223415;0.6275731686331621;-0.18423373342856983;-0.011768284854003564
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.33;-0.006396562957760699;-0.1878873323393179;-0.6836291960138874;0.6398624615484158;-0.6836291960138828;0.6398624615484181;-0.18525130586422386;-0.0065761922782535676
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.34;-0.008152647594860596;-0.18851395581444685;-0.6715736127702201;0.6519442019311056;-0.6715736127702169;0.6519442019311082;-0.18615166143812253;-0.0013277181318109498
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.35;-0.009920019616910076;-0.189154714199768;-0.6592786223041376;0.6638133084811976;-0.6592786223041341;0.6638133084812005;-0.18693253020029463;0.003975270207150779
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.36;-0.011699873904330832;-0.1898099954720906;-0.6467472477156976;0.6754647158746182;-0.6467472477156946;0.6754647158746209;-0.1875916360271562;0.009330847523864531
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.37;-0.013493434065993775;-0.1904801543662367;-0.6339826093443448;0.6868933758139639;-0.6339826093443413;0.6868933758139664;-0.18812669668113366;0.014737029047698564
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.38;-0.015301951883495304;-0.19116551158640302;-0.6209879253380538;0.698094258076256;-0.6209879253380508;0.6980942580762584;-0.18853542391361552;0.020191768650483572
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.39;-0.017126706757493955;-0.19186635303267338;-0.607766512241601;0.7090623515580399;-0.607766512241598;0.7090623515580426;-0.1888155236151712;0.02569295696057765
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.4;-0.01896900515784525;-0.19258292904175947;-0.5943217856060953;0.7197926653182184;-0.5943217856060911;0.71979266531822;-0.18896469601716878;0.031238419390802574
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.41;-0.020830180079280447;-0.19331545364090752;-0.5806572606220769;0.7302802296191052;-0.5806572606220738;0.7302802296191078;-0.18898063594910247;0.03682591407838929
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.42;-0.022711590504381082;-0.19406410381376335;-0.5667765527785421;0.7405200969662804;-0.5667765527785394;0.7405200969662832;-0.1888610331561586;0.042453129735059554
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.43;-0.02461462087560226;-0.19482901877685524;-0.5526833785503745;0.7505073431479268;-0.5526833785503719;0.750507343147929;-0.1886035726817544;0.0481176834053833
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.44;-0.026540680578093476;-0.19561029926518536;-0.5383815561167922;0.7602370682744573;-0.5383815561167887;0.760237068274459;-0.18820593532001798;0.05381711813153016
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.45;-0.02849120343506001;-0.19640800682526527;-0.5238750061135199;0.7697043978193594;-0.5238750061135165;0.7697043978193611;-0.18766579814342454;0.0595489005225698
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.46;-0.03046764721738343;-0.1972221631137715;-0.5091677524215238;0.7789044836623064;-0.5091677524215206;0.7789044836623081;-0.18698083511105815;0.0653104182264478
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.47;-0.03247149316921097;-0.19805274919980967;-0.4942639229952751;0.7878325051357427;-0.4942639229952736;0.7878325051357459;-0.18614871776323977;0.0710989773027927
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.48;-0.03450424555118586;-0.1988997048686024;-0.47916775073362877;0.7964836700763079;-0.4791677507336266;0.7964836700763102;-0.18516711600856584;0.07691179949471964
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.49;-0.03656743120295556;-0.19976292792422834;-0.4638835743965494;0.8048532158826094;-0.4638835743965459;0.8048532158826109;-0.18403369900970884;0.0827460193978159
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.5;-0.03866259912655999;-0.2006422734888303;-0.44841583957105097;0.8129364105810711;-0.44841583957104836;0.8129364105810729;-0.18274613617464586;0.08859868152450039
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.51;-0.04079132009223174;-0.20153755329551962;-0.4327690996898716;0.8207285539017483;-0.43276909968987026;0.8207285539017508;-0.18130209826037152;0.09446673726200522
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.52;-0.04295518626810142;-0.20244853497197532;-0.41694801710652835;0.828224978366232;-0.41694801710652646;0.8282249783662339;-0.17969925859648925;0.10034704172224172
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.53;-0.045155810875202755;-0.20337494131152242;-0.4009573642305763;0.8354210503899879;-0.4009573642305745;0.83542105038999;-0.17793529443649655;0.10623635048187184
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.54;-0.04739482786911384;-0.20431644952823402;-0.3848020247270448;0.8423121714017333;-0.3848020247270425;0.8423121714017351;-0.17600788844501797;0.11213131621095918
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.55;-0.04967389164945107;-0.20527269049235752;-0.3684869947841841;0.8488937789827108;-0.36848699478418256;0.848893778982713;-0.17391473032966007;0.11802848518863983
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.56;-0.051994676798344845;-0.20624324794211976;-0.3520173844538206;0.8551613480290238;-0.3520173844538196;0.8551613480290265;-0.17165351862669853;0.1239242937043401
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.57;-0.05435887784888227;-0.20722765766769366;-0.3353984190687859;0.8611103919405053;-0.33539841906878454;0.8611103919405071;-0.16922196265027714;0.12981506434316165
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.58;-0.05676820908437809;-0.20822540666283323;-0.31863544074206446;0.8667364638399384;-0.318635440742063;0.8667364638399402;-0.1666177846153986;0.1356970021541745
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.59;-0.05922440436916813;-0.20923593223940734;-0.3017339099524771;0.8720351578268286;-0.3017339099524754;0.8720351578268298;-0.16383872194553847;0.14156619070049659
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.6;-0.06172921701145;-0.21025862109975144;-0.28469940722187126;0.877002110270294;-0.2846994072218703;0.8770021102702957;-0.16088252977636686;0.147418587990187
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.61;-0.06428441965849148;-0.21129280836145986;-0.26753763488901733;0.881633001146133;-0.26753763488901633;0.8816330011461344;-0.15774698366773277;0.15325002228719403
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.62;-0.06689180422432009;-0.2123377765289083;-0.2502544189855092;0.8859235554235315;-0.2502544189855081;0.8859235554235331;-0.15442988253676218;0.1590561878017827
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.63;-0.06955318184975386;-0.21339275440547467;-0.2328557112192179;0.8898695445074415;-0.23285571121921772;0.8898695445074448;-0.15092905182570726;0.16483264026014965
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.64;-0.07227038289436635;-0.21445691594006241;-0.21534759107096474;0.8934667877431787;-0.2153475910709638;0.8934667877431801;-0.14724234691896712;0.17057479235320339
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.65;-0.07504525695968618;-0.2155293790011962;-0.19773626801026153;0.8967111539903827;-0.19773626801026095;0.8967111539903853;-0.14336765682459224;0.17627790906483903
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.66;-0.077879672942592;-0.21660920407156292;-0.18002808383613889;0.8995985632741588;-0.18002808383613847;0.8995985632741609;-0.139302908136469;0.18193710288040252
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.67;-0.08077551911750784;-0.21769539285551087;-0.16222951514919912;0.9021249885218745;-0.1622295151491985;0.902124988521876;-0.13504606929437338;0.18754732887650236
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.68;-0.08373470324559482;-0.21878688679160244;-0.14434717596119478;0.9042864573948708;-0.14434717596119442;0.9042864573948726;-0.13059515516010586;0.1931033796938004
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.69;-0.08675915270869711;-0.21988256546192864;-0.12638782044853863;0.9060790542251457;-0.12638782044853847;0.9060790542251475;-0.12594823192902418;0.19859988039502077
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.7;-0.08985081466531122;-0.22098124488946103;-0.10835834585626086;0.9074989220679415;-0.10835834585626085;0.9074989220679436;-0.12110342239741902;0.20403128321101477
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.71;-0.09301165622530759;-0.222081675714293;-0.09026579555899197;0.9085422648821279;-0.09026579555899192;0.9085422648821296;-0.11605891160744634;0.20939186217851316
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.72;-0.09624366463955493;-0.2231825412391809;-0.07211736228561656;0.9092053498512742;-0.07211736228561667;0.9092053498512761;-0.11081295289258097;0.21467570767397792
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.73;-0.09954884749993777;-0.22428245533435662;-0.05392039151425118;0.9094845098594295;-0.053920391514251556;0.9094845098594311;-0.10536387434795105;0.2198767208489388
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.74;-0.10292923294456027;-0.2253799601911161;-0.035682385044166647;0.9093761461367755;-0.035682385044167104;0.9093761461367769;-0.09971008575132959;0.2249886079732433
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.75;-0.10638686986214838;-0.2264735239132414;-0.017411004751225808;0.9088767310916328;-0.017411004751226374;0.9088767310916349;-0.09385008596208333;0.23000487469384115
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.76;-0.10992382808881171;-0.22756153793484526;0.0008859234667421554;0.9079828113466347;0.0008859234667416341;0.9079828113466372;-0.08778247082695581;0.23491882021807473
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.77;-0.1135421985893952;-0.22864231425277515;0.019200405548377854;0.9066910109983765;0.019200405548377163;0.9066910109983778;-0.08150594162322775;0.23972353143194355
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.78;-0.11724409361463964;-0.22971408246124125;0.03752427492505901;0.9049980351213908;0.037524274925058124;0.9049980351213922;-0.07501931407151304;0.24441187696548142
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.79;-0.12103164682425013;-0.230774986575905;0.055849187969355285;0.9029006735390547;0.05584918796935449;0.9029006735390566;-0.06832152795228924;0.24897650121929993
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.8;-0.1249070133647649;-0.2318230816342075;0.074166619230487;0.9003958048857524;0.07416661923048609;0.9003958048857554;-0.061411657362084655;0.25340981836842874
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.81;-0.12887236988979692;-0.23285633005831183;0.09246785645213988;0.8974804009866311;0.09246785645213872;0.8974804009866318;-0.05428892164723166;0.25770400636194235
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.82;-0.13292991450876618;-0.23387259776663816;0.1107439953686663;0.8941515315833027;0.11074399536866493;0.8941515315833041;-0.04695269705506517;0.2618510009394839
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.83;-0.1370818666486911;-0.23486965001960108;0.12898593427656024;0.8904063694360659;0.1289859342765591;0.8904063694360685;-0.03940252914449421;0.26584248968869884
0.04;0.025;0.0008;0.0035;0.0006;0.0002;0.0007;3.5000000000000004e-05;0.0014;2.84;-0.14133046681188313;-0.23584514698485357;0.1471843683790417;0.8862421958355592;0.14718436837903967;0.8862421958355606;-0.031638145999985504;0.2696699061708377
